

###################################################
################# Relatorio ArLis #################
###################################################

Numero de comparacoes para inserir arvore: 29329
Numero de comparacoes para remover arvore: 7813
Numero de comparacoes para percorrer arvore: 1366
Numero de comparacoes para buscar nivel da arvore: 0
Numero de comparacoes por palavra na lista: 1234


###################################################

[Comparacoes do nó] -> [insercoes] [remocoes] [percurso] [busca nivel]

  Contagem de comparacoes nos nós por posicao da lista [     vontade      ]: 

     [0] -> [14]
     [1] -> [14]
     [2] -> [14]
     [3] -> [14]
     [4] -> [14]
     [5] -> [14]
     [6] -> [14]
     [7] -> [14]
  Contagem de comparacoes nos nós por posicao da lista [     Itabira      ]: 

     [0] -> [14]
     [1] -> [14]
     [2] -> [14]
     [3] -> [14]
     [4] -> [14]
     [5] -> [14]
     [6] -> [14]
     [7] -> [14]
  Contagem de comparacoes nos nós por posicao da lista [        e         ]: 

     [0] -> [14]
     [1] -> [14]
  Contagem de comparacoes nos nós por posicao da lista [     apenas       ]: 

     [0] -> [14]
     [1] -> [14]
     [2] -> [14]
     [3] -> [14]
     [4] -> [14]
     [5] -> [14]
     [6] -> [14]
  Contagem de comparacoes nos nós por posicao da lista [       de         ]: 

     [0] -> [14]
     [1] -> [14]
     [2] -> [14]
  Contagem de comparacoes nos nós por posicao da lista [       uma        ]: 

     [0] -> [14]
     [1] -> [14]
     [2] -> [14]
     [3] -> [14]
  Contagem de comparacoes nos nós por posicao da lista [   fotografia     ]: 

     [0] -> [14]
     [1] -> [14]
     [2] -> [14]
     [3] -> [14]
     [4] -> [14]
     [5] -> [14]
     [6] -> [14]
     [7] -> [14]
     [8] -> [14]
     [9] -> [14]
     [10] -> [14]
  Contagem de comparacoes nos nós por posicao da lista [       na         ]: 

     [0] -> [14]
     [1] -> [14]
     [2] -> [14]
  Contagem de comparacoes nos nós por posicao da lista [      amar,       ]: 

     [0] -> [14]
     [1] -> [14]
     [2] -> [14]
     [3] -> [14]
     [4] -> [14]
     [5] -> [14]
  Contagem de comparacoes nos nós por posicao da lista [     parede.      ]: 

     [0] -> [14]
     [1] -> [14]
     [2] -> [14]
     [3] -> [14]
     [4] -> [14]
     [5] -> [14]
     [6] -> [14]
     [7] -> [14]
  Contagem de comparacoes nos nós por posicao da lista [       Mas        ]: 

     [0] -> [14]
     [1] -> [14]
     [2] -> [14]
     [3] -> [14]
  Contagem de comparacoes nos nós por posicao da lista [      como        ]: 

     [0] -> [14]
     [1] -> [14]
     [2] -> [14]
     [3] -> [14]
     [4] -> [14]
  Contagem de comparacoes nos nós por posicao da lista [     ferro.       ]: 

     [0] -> [15]
     [1] -> [15]
     [2] -> [15]
     [3] -> [15]
     [4] -> [15]
     [5] -> [15]
     [6] -> [15]
  Contagem de comparacoes nos nós por posicao da lista [       que        ]: 

     [0] -> [15]
     [1] -> [15]
     [2] -> [15]
     [3] -> [15]
  Contagem de comparacoes nos nós por posicao da lista [      doi!        ]: 

     [0] -> [15]
     [1] -> [15]
     [2] -> [15]
     [3] -> [15]
     [4] -> [15]
  Contagem de comparacoes nos nós por posicao da lista [       me         ]: 

     [0] -> [15]
     [1] -> [15]
     [2] -> [15]
  Contagem de comparacoes nos nós por posicao da lista [    paralisa      ]: 

     [0] -> [15]
     [1] -> [15]
     [2] -> [15]
     [3] -> [15]
     [4] -> [15]
     [5] -> [15]
     [6] -> [15]
     [7] -> [15]
     [8] -> [15]
  Contagem de comparacoes nos nós por posicao da lista [ Principalmente   ]: 

     [0] -> [15]
     [1] -> [15]
     [2] -> [15]
     [3] -> [15]
     [4] -> [15]
     [5] -> [15]
     [6] -> [15]
     [7] -> [15]
     [8] -> [15]
     [9] -> [15]
     [10] -> [15]
     [11] -> [15]
     [12] -> [15]
     [13] -> [15]
     [14] -> [15]
  Contagem de comparacoes nos nós por posicao da lista [     Noventa      ]: 

     [0] -> [15]
     [1] -> [15]
     [2] -> [15]
     [3] -> [15]
     [4] -> [15]
     [5] -> [15]
     [6] -> [15]
     [7] -> [15]
  Contagem de comparacoes nos nós por posicao da lista [        o         ]: 

     [0] -> [15]
     [1] -> [15]
  Contagem de comparacoes nos nós por posicao da lista [    trabalho,     ]: 

     [0] -> [15]
     [1] -> [15]
     [2] -> [15]
     [3] -> [15]
     [4] -> [15]
     [5] -> [15]
     [6] -> [15]
     [7] -> [15]
     [8] -> [15]
     [9] -> [15]
  Contagem de comparacoes nos nós por posicao da lista [       vem        ]: 

     [0] -> [15]
     [1] -> [15]
     [2] -> [15]
     [3] -> [15]
  Contagem de comparacoes nos nós por posicao da lista [       por        ]: 

     [0] -> [15]
     [1] -> [15]
     [2] -> [15]
     [3] -> [15]
  Contagem de comparacoes nos nós por posicao da lista [       de         ]: 

     [0] -> [15]
     [1] -> [15]
     [2] -> [15]
  Contagem de comparacoes nos nós por posicao da lista [    Itabira,      ]: 

     [0] -> [15]
     [1] -> [15]
     [2] -> [15]
     [3] -> [15]
     [4] -> [15]
     [5] -> [15]
     [6] -> [15]
     [7] -> [15]
     [8] -> [15]
  Contagem de comparacoes nos nós por posicao da lista [       de         ]: 

     [0] -> [15]
     [1] -> [15]
     [2] -> [15]
  Contagem de comparacoes nos nós por posicao da lista [      cento       ]: 

     [0] -> [15]
     [1] -> [15]
     [2] -> [15]
     [3] -> [15]
     [4] -> [15]
     [5] -> [15]
  Contagem de comparacoes nos nós por posicao da lista [      suas        ]: 

     [0] -> [15]
     [1] -> [15]
     [2] -> [15]
     [3] -> [15]
     [4] -> [15]
  Contagem de comparacoes nos nós por posicao da lista [     noites       ]: 

     [0] -> [15]
     [1] -> [15]
     [2] -> [15]
     [3] -> [15]
     [4] -> [15]
     [5] -> [15]
     [6] -> [15]
  Contagem de comparacoes nos nós por posicao da lista [    brancas,      ]: 

     [0] -> [15]
     [1] -> [15]
     [2] -> [15]
     [3] -> [15]
     [4] -> [15]
     [5] -> [15]
     [6] -> [15]
     [7] -> [15]
     [8] -> [15]
  Contagem de comparacoes nos nós por posicao da lista [      nasci       ]: 

     [0] -> [15]
     [1] -> [15]
     [2] -> [15]
     [3] -> [15]
     [4] -> [15]
     [5] -> [15]
  Contagem de comparacoes nos nós por posicao da lista [       de         ]: 

     [0] -> [15]
     [1] -> [15]
     [2] -> [15]
  Contagem de comparacoes nos nós por posicao da lista [       sem        ]: 

     [0] -> [14]
     [1] -> [14]
     [2] -> [14]
     [3] -> [14]
  Contagem de comparacoes nos nós por posicao da lista [    mulheres      ]: 

     [0] -> [14]
     [1] -> [14]
     [2] -> [14]
     [3] -> [14]
     [4] -> [14]
     [5] -> [14]
     [6] -> [14]
     [7] -> [14]
     [8] -> [14]
  Contagem de comparacoes nos nós por posicao da lista [        e         ]: 

     [0] -> [14]
     [1] -> [14]
  Contagem de comparacoes nos nós por posicao da lista [      ferro       ]: 

     [0] -> [15]
     [1] -> [15]
     [2] -> [15]
     [3] -> [15]
     [4] -> [15]
     [5] -> [15]
  Contagem de comparacoes nos nós por posicao da lista [       sem        ]: 

     [0] -> [15]
     [1] -> [15]
     [2] -> [15]
     [3] -> [15]
  Contagem de comparacoes nos nós por posicao da lista [   horizontes.    ]: 

     [0] -> [15]
     [1] -> [15]
     [2] -> [15]
     [3] -> [15]
     [4] -> [15]
     [5] -> [15]
     [6] -> [15]
     [7] -> [15]
     [8] -> [15]
     [9] -> [15]
     [10] -> [15]
     [11] -> [15]
  Contagem de comparacoes nos nós por posicao da lista [                  ]: 

     [0] -> [15]
  Contagem de comparacoes nos nós por posicao da lista [       nas        ]: 

     [0] -> [15]
     [1] -> [15]
     [2] -> [15]
